date,crime_count,day,month,year,day_of_week,is_weekend
2012-07-27,1040,27,7,2012,4,0
2012-07-28,1044,28,7,2012,5,1
2012-07-29,1017,29,7,2012,6,1
2012-07-30,999,30,7,2012,0,0
2012-07-31,933,31,7,2012,1,0
2012-08-01,1110,1,8,2012,2,0
2012-08-02,1019,2,8,2012,3,0
2012-08-03,1061,3,8,2012,4,0
2012-08-04,1001,4,8,2012,5,1
2012-08-05,962,5,8,2012,6,1
2012-08-06,963,6,8,2012,0,0
2012-08-07,952,7,8,2012,1,0
2012-08-08,974,8,8,2012,2,0
2012-08-09,936,9,8,2012,3,0
2012-08-10,915,10,8,2012,4,0
2012-08-11,994,11,8,2012,5,1
2012-08-12,945,12,8,2012,6,1
2012-08-13,870,13,8,2012,0,0
2012-08-14,962,14,8,2012,1,0
2012-08-15,1063,15,8,2012,2,0
2012-08-16,938,16,8,2012,3,0
2012-08-17,964,17,8,2012,4,0
2012-08-18,987,18,8,2012,5,1
2012-08-19,940,19,8,2012,6,1
2012-08-20,895,20,8,2012,0,0
2012-08-21,922,21,8,2012,1,0
2012-08-22,890,22,8,2012,2,0
2012-08-23,1031,23,8,2012,3,0
2012-08-24,1032,24,8,2012,4,0
2012-08-25,1080,25,8,2012,5,1
2012-08-26,905,26,8,2012,6,1
2012-08-27,902,27,8,2012,0,0
2012-08-28,953,28,8,2012,1,0
2012-08-29,956,29,8,2012,2,0
2012-08-30,930,30,8,2012,3,0
2012-08-31,1016,31,8,2012,4,0
2012-09-01,1186,1,9,2012,5,1
2012-09-02,896,2,9,2012,6,1
2012-09-03,890,3,9,2012,0,0
2012-09-04,916,4,9,2012,1,0
2012-09-05,861,5,9,2012,2,0
2012-09-06,1018,6,9,2012,3,0
2012-09-07,960,7,9,2012,4,0
2012-09-08,985,8,9,2012,5,1
2012-09-09,911,9,9,2012,6,1
2012-09-10,882,10,9,2012,0,0
2012-09-11,914,11,9,2012,1,0
2012-09-12,937,12,9,2012,2,0
2012-09-13,868,13,9,2012,3,0
2012-09-14,997,14,9,2012,4,0
2012-09-15,1013,15,9,2012,5,1
2012-09-16,897,16,9,2012,6,1
2012-09-17,901,17,9,2012,0,0
2012-09-18,832,18,9,2012,1,0
2012-09-19,915,19,9,2012,2,0
2012-09-20,921,20,9,2012,3,0
2012-09-21,999,21,9,2012,4,0
2012-09-22,872,22,9,2012,5,1
2012-09-23,827,23,9,2012,6,1
2012-09-24,869,24,9,2012,0,0
2012-09-25,923,25,9,2012,1,0
2012-09-26,933,26,9,2012,2,0
2012-09-27,839,27,9,2012,3,0
2012-09-28,987,28,9,2012,4,0
2012-09-29,970,29,9,2012,5,1
2012-09-30,869,30,9,2012,6,1
2012-10-01,1056,1,10,2012,0,0
2012-10-02,907,2,10,2012,1,0
2012-10-03,920,3,10,2012,2,0
2012-10-04,881,4,10,2012,3,0
2012-10-05,915,5,10,2012,4,0
2012-10-06,807,6,10,2012,5,1
2012-10-07,770,7,10,2012,6,1
2012-10-08,903,8,10,2012,0,0
2012-10-09,892,9,10,2012,1,0
2012-10-10,963,10,10,2012,2,0
2012-10-11,867,11,10,2012,3,0
2012-10-12,966,12,10,2012,4,0
2012-10-13,875,13,10,2012,5,1
2012-10-14,860,14,10,2012,6,1
2012-10-15,939,15,10,2012,0,0
2012-10-16,874,16,10,2012,1,0
2012-10-17,957,17,10,2012,2,0
2012-10-18,898,18,10,2012,3,0
2012-10-19,942,19,10,2012,4,0
2012-10-20,963,20,10,2012,5,1
2012-10-21,928,21,10,2012,6,1
2012-10-22,840,22,10,2012,0,0
2012-10-23,893,23,10,2012,1,0
2012-10-24,1020,24,10,2012,2,0
2012-10-25,851,25,10,2012,3,0
2012-10-26,963,26,10,2012,4,0
2012-10-27,862,27,10,2012,5,1
2012-10-28,827,28,10,2012,6,1
2012-10-29,833,29,10,2012,0,0
2012-10-30,874,30,10,2012,1,0
2012-10-31,951,31,10,2012,2,0
2012-11-01,1076,1,11,2012,3,0
2012-11-02,932,2,11,2012,4,0
2012-11-03,802,3,11,2012,5,1
2012-11-04,732,4,11,2012,6,1
2012-11-05,890,5,11,2012,0,0
2012-11-06,786,6,11,2012,1,0
2012-11-07,875,7,11,2012,2,0
2012-11-08,853,8,11,2012,3,0
2012-11-09,1001,9,11,2012,4,0
2012-11-10,977,10,11,2012,5,1
2012-11-11,884,11,11,2012,6,1
2012-11-12,796,12,11,2012,0,0
2012-11-13,826,13,11,2012,1,0
2012-11-14,847,14,11,2012,2,0
2012-11-15,948,15,11,2012,3,0
2012-11-16,942,16,11,2012,4,0
2012-11-17,875,17,11,2012,5,1
2012-11-18,849,18,11,2012,6,1
2012-11-19,867,19,11,2012,0,0
2012-11-20,925,20,11,2012,1,0
2012-11-21,892,21,11,2012,2,0
2012-11-22,660,22,11,2012,3,0
2012-11-23,787,23,11,2012,4,0
2012-11-24,838,24,11,2012,5,1
2012-11-25,814,25,11,2012,6,1
2012-11-26,800,26,11,2012,0,0
2012-11-27,809,27,11,2012,1,0
2012-11-28,858,28,11,2012,2,0
2012-11-29,918,29,11,2012,3,0
2012-11-30,992,30,11,2012,4,0
2012-12-01,1062,1,12,2012,5,1
2012-12-02,842,2,12,2012,6,1
2012-12-03,934,3,12,2012,0,0
2012-12-04,917,4,12,2012,1,0
2012-12-05,862,5,12,2012,2,0
2012-12-06,875,6,12,2012,3,0
2012-12-07,899,7,12,2012,4,0
2012-12-08,778,8,12,2012,5,1
2012-12-09,761,9,12,2012,6,1
2012-12-10,854,10,12,2012,0,0
2012-12-11,826,11,12,2012,1,0
2012-12-12,914,12,12,2012,2,0
2012-12-13,810,13,12,2012,3,0
2012-12-14,955,14,12,2012,4,0
2012-12-15,859,15,12,2012,5,1
2012-12-16,790,16,12,2012,6,1
2012-12-17,829,17,12,2012,0,0
2012-12-18,852,18,12,2012,1,0
2012-12-19,877,19,12,2012,2,0
2012-12-20,828,20,12,2012,3,0
2012-12-21,780,21,12,2012,4,0
2012-12-22,732,22,12,2012,5,1
2012-12-23,764,23,12,2012,6,1
2012-12-24,710,24,12,2012,0,0
2012-12-25,522,25,12,2012,1,0
2012-12-26,621,26,12,2012,2,0
2012-12-27,684,27,12,2012,3,0
2012-12-28,856,28,12,2012,4,0
2012-12-29,806,29,12,2012,5,1
2012-12-30,707,30,12,2012,6,1
2012-12-31,740,31,12,2012,0,0
2013-01-01,1457,1,1,2013,1,0
2013-01-02,751,2,1,2013,2,0
2013-01-03,776,3,1,2013,3,0
2013-01-04,866,4,1,2013,4,0
2013-01-05,788,5,1,2013,5,1
2013-01-06,699,6,1,2013,6,1
2013-01-07,819,7,1,2013,0,0
2013-01-08,755,8,1,2013,1,0
2013-01-09,885,9,1,2013,2,0
2013-01-10,851,10,1,2013,3,0
2013-01-11,906,11,1,2013,4,0
2013-01-12,764,12,1,2013,5,1
2013-01-13,710,13,1,2013,6,1
2013-01-14,746,14,1,2013,0,0
2013-01-15,843,15,1,2013,1,0
2013-01-16,832,16,1,2013,2,0
2013-01-17,849,17,1,2013,3,0
2013-01-18,928,18,1,2013,4,0
2013-01-19,885,19,1,2013,5,1
2013-01-20,688,20,1,2013,6,1
2013-01-21,665,21,1,2013,0,0
2013-01-22,693,22,1,2013,1,0
2013-01-23,798,23,1,2013,2,0
2013-01-24,864,24,1,2013,3,0
2013-01-25,825,25,1,2013,4,0
2013-01-26,797,26,1,2013,5,1
2013-01-27,705,27,1,2013,6,1
2013-01-28,907,28,1,2013,0,0
2013-01-29,906,29,1,2013,1,0
2013-01-30,858,30,1,2013,2,0
2013-01-31,754,31,1,2013,3,0
2013-02-01,891,1,2,2013,4,0
2013-02-02,738,2,2,2013,5,1
2013-02-03,593,3,2,2013,6,1
2013-02-04,731,4,2,2013,0,0
2013-02-05,789,5,2,2013,1,0
2013-02-06,826,6,2,2013,2,0
2013-02-07,753,7,2,2013,3,0
2013-02-08,817,8,2,2013,4,0
2013-02-09,803,9,2,2013,5,1
2013-02-10,762,10,2,2013,6,1
2013-02-11,760,11,2,2013,0,0
2013-02-12,785,12,2,2013,1,0
2013-02-13,863,13,2,2013,2,0
2013-02-14,750,14,2,2013,3,0
2013-02-15,933,15,2,2013,4,0
2013-02-16,692,16,2,2013,5,1
2013-02-17,692,17,2,2013,6,1
2013-02-18,758,18,2,2013,0,0
2013-02-19,750,19,2,2013,1,0
2013-02-20,769,20,2,2013,2,0
2013-02-21,769,21,2,2013,3,0
2013-02-22,763,22,2,2013,4,0
2013-02-23,697,23,2,2013,5,1
2013-02-24,677,24,2,2013,6,1
2013-02-25,757,25,2,2013,0,0
2013-02-26,675,26,2,2013,1,0
2013-02-27,827,27,2,2013,2,0
2013-02-28,809,28,2,2013,3,0
2013-03-01,1012,1,3,2013,4,0
2013-03-02,766,2,3,2013,5,1
2013-03-03,718,3,3,2013,6,1
2013-03-04,815,4,3,2013,0,0
2013-03-05,698,5,3,2013,1,0
2013-03-06,724,6,3,2013,2,0
2013-03-07,832,7,3,2013,3,0
2013-03-08,880,8,3,2013,4,0
2013-03-09,839,9,3,2013,5,1
2013-03-10,694,10,3,2013,6,1
2013-03-11,824,11,3,2013,0,0
2013-03-12,842,12,3,2013,1,0
2013-03-13,828,13,3,2013,2,0
2013-03-14,843,14,3,2013,3,0
2013-03-15,878,15,3,2013,4,0
2013-03-16,827,16,3,2013,5,1
2013-03-17,773,17,3,2013,6,1
2013-03-18,795,18,3,2013,0,0
2013-03-19,771,19,3,2013,1,0
2013-03-20,790,20,3,2013,2,0
2013-03-21,759,21,3,2013,3,0
2013-03-22,864,22,3,2013,4,0
2013-03-23,784,23,3,2013,5,1
2013-03-24,790,24,3,2013,6,1
2013-03-25,758,25,3,2013,0,0
2013-03-26,774,26,3,2013,1,0
2013-03-27,775,27,3,2013,2,0
2013-03-28,833,28,3,2013,3,0
2013-03-29,874,29,3,2013,4,0
2013-03-30,869,30,3,2013,5,1
2013-03-31,768,31,3,2013,6,1
2013-04-01,956,1,4,2013,0,0
2013-04-02,839,2,4,2013,1,0
2013-04-03,827,3,4,2013,2,0
2013-04-04,934,4,4,2013,3,0
2013-04-05,900,5,4,2013,4,0
2013-04-06,807,6,4,2013,5,1
2013-04-07,799,7,4,2013,6,1
2013-04-08,896,8,4,2013,0,0
2013-04-09,825,9,4,2013,1,0
2013-04-10,852,10,4,2013,2,0
2013-04-11,814,11,4,2013,3,0
2013-04-12,922,12,4,2013,4,0
2013-04-13,842,13,4,2013,5,1
2013-04-14,828,14,4,2013,6,1
2013-04-15,843,15,4,2013,0,0
2013-04-16,862,16,4,2013,1,0
2013-04-17,720,17,4,2013,2,0
2013-04-18,799,18,4,2013,3,0
2013-04-19,847,19,4,2013,4,0
2013-04-20,804,20,4,2013,5,1
2013-04-21,774,21,4,2013,6,1
2013-04-22,916,22,4,2013,0,0
2013-04-23,764,23,4,2013,1,0
2013-04-24,907,24,4,2013,2,0
2013-04-25,877,25,4,2013,3,0
2013-04-26,963,26,4,2013,4,0
2013-04-27,869,27,4,2013,5,1
2013-04-28,794,28,4,2013,6,1
2013-04-29,905,29,4,2013,0,0
2013-04-30,862,30,4,2013,1,0
2013-05-01,1174,1,5,2013,2,0
2013-05-02,828,2,5,2013,3,0
2013-05-03,903,3,5,2013,4,0
2013-05-04,913,4,5,2013,5,1
2013-05-05,828,5,5,2013,6,1
2013-05-06,878,6,5,2013,0,0
2013-05-07,909,7,5,2013,1,0
2013-05-08,966,8,5,2013,2,0
2013-05-09,837,9,5,2013,3,0
2013-05-10,917,10,5,2013,4,0
2013-05-11,833,11,5,2013,5,1
2013-05-12,835,12,5,2013,6,1
2013-05-13,896,13,5,2013,0,0
2013-05-14,906,14,5,2013,1,0
2013-05-15,1037,15,5,2013,2,0
2013-05-16,974,16,5,2013,3,0
2013-05-17,990,17,5,2013,4,0
2013-05-18,946,18,5,2013,5,1
2013-05-19,850,19,5,2013,6,1
2013-05-20,962,20,5,2013,0,0
2013-05-21,932,21,5,2013,1,0
2013-05-22,910,22,5,2013,2,0
2013-05-23,840,23,5,2013,3,0
2013-05-24,936,24,5,2013,4,0
2013-05-25,838,25,5,2013,5,1
2013-05-26,778,26,5,2013,6,1
2013-05-27,771,27,5,2013,0,0
2013-05-28,849,28,5,2013,1,0
2013-05-29,905,29,5,2013,2,0
2013-05-30,949,30,5,2013,3,0
2013-05-31,935,31,5,2013,4,0
2013-06-01,1090,1,6,2013,5,1
2013-06-02,834,2,6,2013,6,1
2013-06-03,915,3,6,2013,0,0
2013-06-04,858,4,6,2013,1,0
2013-06-05,904,5,6,2013,2,0
2013-06-06,961,6,6,2013,3,0
2013-06-07,878,7,6,2013,4,0
2013-06-08,923,8,6,2013,5,1
2013-06-09,831,9,6,2013,6,1
2013-06-10,888,10,6,2013,0,0
2013-06-11,857,11,6,2013,1,0
2013-06-12,830,12,6,2013,2,0
2013-06-13,917,13,6,2013,3,0
2013-06-14,1009,14,6,2013,4,0
2013-06-15,898,15,6,2013,5,1
2013-06-16,957,16,6,2013,6,1
2013-06-17,1023,17,6,2013,0,0
2013-06-18,930,18,6,2013,1,0
2013-06-19,900,19,6,2013,2,0
2013-06-20,969,20,6,2013,3,0
2013-06-21,904,21,6,2013,4,0
2013-06-22,922,22,6,2013,5,1
2013-06-23,890,23,6,2013,6,1
2013-06-24,826,24,6,2013,0,0
2013-06-25,913,25,6,2013,1,0
2013-06-26,953,26,6,2013,2,0
2013-06-27,875,27,6,2013,3,0
2013-06-28,910,28,6,2013,4,0
2013-06-29,904,29,6,2013,5,1
2013-06-30,935,30,6,2013,6,1
2013-07-01,1079,1,7,2013,0,0
2013-07-02,880,2,7,2013,1,0
2013-07-03,879,3,7,2013,2,0
2013-07-04,946,4,7,2013,3,0
2013-07-05,989,5,7,2013,4,0
2013-07-06,888,6,7,2013,5,1
2013-07-07,905,7,7,2013,6,1
2013-07-08,884,8,7,2013,0,0
2013-07-09,885,9,7,2013,1,0
2013-07-10,874,10,7,2013,2,0
2013-07-11,885,11,7,2013,3,0
2013-07-12,948,12,7,2013,4,0
2013-07-13,948,13,7,2013,5,1
2013-07-14,946,14,7,2013,6,1
2013-07-15,1018,15,7,2013,0,0
2013-07-16,907,16,7,2013,1,0
2013-07-17,932,17,7,2013,2,0
2013-07-18,921,18,7,2013,3,0
2013-07-19,904,19,7,2013,4,0
2013-07-20,918,20,7,2013,5,1
2013-07-21,929,21,7,2013,6,1
2013-07-22,1002,22,7,2013,0,0
2013-07-23,925,23,7,2013,1,0
2013-07-24,964,24,7,2013,2,0
2013-07-25,918,25,7,2013,3,0
2013-07-26,992,26,7,2013,4,0
2013-07-27,895,27,7,2013,5,1
2013-07-28,859,28,7,2013,6,1
2013-07-29,892,29,7,2013,0,0
2013-07-30,891,30,7,2013,1,0
2013-07-31,844,31,7,2013,2,0
2013-08-01,1033,1,8,2013,3,0
2013-08-02,969,2,8,2013,4,0
2013-08-03,975,3,8,2013,5,1
2013-08-04,922,4,8,2013,6,1
2013-08-05,854,5,8,2013,0,0
2013-08-06,905,6,8,2013,1,0
2013-08-07,941,7,8,2013,2,0
2013-08-08,913,8,8,2013,3,0
2013-08-09,987,9,8,2013,4,0
2013-08-10,1019,10,8,2013,5,1
2013-08-11,895,11,8,2013,6,1
2013-08-12,984,12,8,2013,0,0
2013-08-13,900,13,8,2013,1,0
2013-08-14,882,14,8,2013,2,0
2013-08-15,924,15,8,2013,3,0
2013-08-16,926,16,8,2013,4,0
2013-08-17,944,17,8,2013,5,1
2013-08-18,881,18,8,2013,6,1
2013-08-19,939,19,8,2013,0,0
2013-08-20,963,20,8,2013,1,0
2013-08-21,864,21,8,2013,2,0
2013-08-22,906,22,8,2013,3,0
2013-08-23,907,23,8,2013,4,0
2013-08-24,942,24,8,2013,5,1
2013-08-25,950,25,8,2013,6,1
2013-08-26,942,26,8,2013,0,0
2013-08-27,886,27,8,2013,1,0
2013-08-28,902,28,8,2013,2,0
2013-08-29,872,29,8,2013,3,0
2013-08-30,933,30,8,2013,4,0
2013-08-31,817,31,8,2013,5,1
2013-09-01,1118,1,9,2013,6,1
2013-09-02,928,2,9,2013,0,0
2013-09-03,873,3,9,2013,1,0
2013-09-04,839,4,9,2013,2,0
2013-09-05,928,5,9,2013,3,0
2013-09-06,897,6,9,2013,4,0
2013-09-07,921,7,9,2013,5,1
2013-09-08,866,8,9,2013,6,1
2013-09-09,870,9,9,2013,0,0
2013-09-10,916,10,9,2013,1,0
2013-09-11,872,11,9,2013,2,0
2013-09-12,858,12,9,2013,3,0
2013-09-13,888,13,9,2013,4,0
2013-09-14,829,14,9,2013,5,1
2013-09-15,835,15,9,2013,6,1
2013-09-16,776,16,9,2013,0,0
2013-09-17,839,17,9,2013,1,0
2013-09-18,854,18,9,2013,2,0
2013-09-19,854,19,9,2013,3,0
2013-09-20,946,20,9,2013,4,0
2013-09-21,904,21,9,2013,5,1
2013-09-22,757,22,9,2013,6,1
2013-09-23,849,23,9,2013,0,0
2013-09-24,920,24,9,2013,1,0
2013-09-25,888,25,9,2013,2,0
2013-09-26,857,26,9,2013,3,0
2013-09-27,965,27,9,2013,4,0
2013-09-28,924,28,9,2013,5,1
2013-09-29,758,29,9,2013,6,1
2013-09-30,834,30,9,2013,0,0
2013-10-01,1101,1,10,2013,1,0
2013-10-02,870,2,10,2013,2,0
2013-10-03,859,3,10,2013,3,0
2013-10-04,874,4,10,2013,4,0
2013-10-05,852,5,10,2013,5,1
2013-10-06,743,6,10,2013,6,1
2013-10-07,777,7,10,2013,0,0
2013-10-08,802,8,10,2013,1,0
2013-10-09,881,9,10,2013,2,0
2013-10-10,857,10,10,2013,3,0
2013-10-11,872,11,10,2013,4,0
2013-10-12,823,12,10,2013,5,1
2013-10-13,780,13,10,2013,6,1
2013-10-14,784,14,10,2013,0,0
2013-10-15,783,15,10,2013,1,0
2013-10-16,803,16,10,2013,2,0
2013-10-17,777,17,10,2013,3,0
2013-10-18,838,18,10,2013,4,0
2013-10-19,778,19,10,2013,5,1
2013-10-20,808,20,10,2013,6,1
2013-10-21,780,21,10,2013,0,0
2013-10-22,750,22,10,2013,1,0
2013-10-23,751,23,10,2013,2,0
2013-10-24,767,24,10,2013,3,0
2013-10-25,843,25,10,2013,4,0
2013-10-26,746,26,10,2013,5,1
2013-10-27,750,27,10,2013,6,1
2013-10-28,839,28,10,2013,0,0
2013-10-29,852,29,10,2013,1,0
2013-10-30,831,30,10,2013,2,0
2013-10-31,921,31,10,2013,3,0
2013-11-01,1015,1,11,2013,4,0
2013-11-02,777,2,11,2013,5,1
2013-11-03,798,3,11,2013,6,1
2013-11-04,831,4,11,2013,0,0
2013-11-05,828,5,11,2013,1,0
2013-11-06,785,6,11,2013,2,0
2013-11-07,772,7,11,2013,3,0
2013-11-08,864,8,11,2013,4,0
2013-11-09,774,9,11,2013,5,1
2013-11-10,756,10,11,2013,6,1
2013-11-11,685,11,11,2013,0,0
2013-11-12,689,12,11,2013,1,0
2013-11-13,826,13,11,2013,2,0
2013-11-14,767,14,11,2013,3,0
2013-11-15,935,15,11,2013,4,0
2013-11-16,763,16,11,2013,5,1
2013-11-17,740,17,11,2013,6,1
2013-11-18,857,18,11,2013,0,0
2013-11-19,850,19,11,2013,1,0
2013-11-20,871,20,11,2013,2,0
2013-11-21,864,21,11,2013,3,0
2013-11-22,852,22,11,2013,4,0
2013-11-23,673,23,11,2013,5,1
2013-11-24,640,24,11,2013,6,1
2013-11-25,680,25,11,2013,0,0
2013-11-26,831,26,11,2013,1,0
2013-11-27,733,27,11,2013,2,0
2013-11-28,567,28,11,2013,3,0
2013-11-29,807,29,11,2013,4,0
2013-11-30,747,30,11,2013,5,1
2013-12-01,881,1,12,2013,6,1
2013-12-02,790,2,12,2013,0,0
2013-12-03,856,3,12,2013,1,0
2013-12-04,868,4,12,2013,2,0
2013-12-05,765,5,12,2013,3,0
2013-12-06,725,6,12,2013,4,0
2013-12-07,650,7,12,2013,5,1
2013-12-08,610,8,12,2013,6,1
2013-12-09,631,9,12,2013,0,0
2013-12-10,636,10,12,2013,1,0
2013-12-11,650,11,12,2013,2,0
2013-12-12,661,12,12,2013,3,0
2013-12-13,799,13,12,2013,4,0
2013-12-14,653,14,12,2013,5,1
2013-12-15,630,15,12,2013,6,1
2013-12-16,707,16,12,2013,0,0
2013-12-17,755,17,12,2013,1,0
2013-12-18,764,18,12,2013,2,0
2013-12-19,799,19,12,2013,3,0
2013-12-20,859,20,12,2013,4,0
2013-12-21,785,21,12,2013,5,1
2013-12-22,754,22,12,2013,6,1
2013-12-23,680,23,12,2013,0,0
2013-12-24,542,24,12,2013,1,0
2013-12-25,426,25,12,2013,2,0
2013-12-26,604,26,12,2013,3,0
2013-12-27,735,27,12,2013,4,0
2013-12-28,741,28,12,2013,5,1
2013-12-29,720,29,12,2013,6,1
2013-12-30,640,30,12,2013,0,0
2013-12-31,562,31,12,2013,1,0
2014-01-01,1240,1,1,2014,2,0
2014-01-02,485,2,1,2014,3,0
2014-01-03,563,3,1,2014,4,0
2014-01-04,577,4,1,2014,5,1
2014-01-05,405,5,1,2014,6,1
2014-01-06,367,6,1,2014,0,0
2014-01-07,468,7,1,2014,1,0
2014-01-08,599,8,1,2014,2,0
2014-01-09,614,9,1,2014,3,0
2014-01-10,635,10,1,2014,4,0
2014-01-11,654,11,1,2014,5,1
2014-01-12,688,12,1,2014,6,1
2014-01-13,761,13,1,2014,0,0
2014-01-14,688,14,1,2014,1,0
2014-01-15,747,15,1,2014,2,0
2014-01-16,689,16,1,2014,3,0
2014-01-17,748,17,1,2014,4,0
2014-01-18,663,18,1,2014,5,1
2014-01-19,648,19,1,2014,6,1
2014-01-20,696,20,1,2014,0,0
2014-01-21,590,21,1,2014,1,0
2014-01-22,625,22,1,2014,2,0
2014-01-23,626,23,1,2014,3,0
2014-01-24,689,24,1,2014,4,0
2014-01-25,678,25,1,2014,5,1
2014-01-26,596,26,1,2014,6,1
2014-01-27,546,27,1,2014,0,0
2014-01-28,595,28,1,2014,1,0
2014-01-29,728,29,1,2014,2,0
2014-01-30,752,30,1,2014,3,0
2014-01-31,744,31,1,2014,4,0
2014-02-01,792,1,2,2014,5,1
2014-02-02,583,2,2,2014,6,1
2014-02-03,677,3,2,2014,0,0
2014-02-04,645,4,2,2014,1,0
2014-02-05,561,5,2,2014,2,0
2014-02-06,611,6,2,2014,3,0
2014-02-07,693,7,2,2014,4,0
2014-02-08,604,8,2,2014,5,1
2014-02-09,649,9,2,2014,6,1
2014-02-10,620,10,2,2014,0,0
2014-02-11,596,11,2,2014,1,0
2014-02-12,607,12,2,2014,2,0
2014-02-13,644,13,2,2014,3,0
2014-02-14,697,14,2,2014,4,0
2014-02-15,639,15,2,2014,5,1
2014-02-16,585,16,2,2014,6,1
2014-02-17,598,17,2,2014,0,0
2014-02-18,633,18,2,2014,1,0
2014-02-19,710,19,2,2014,2,0
2014-02-20,649,20,2,2014,3,0
2014-02-21,718,21,2,2014,4,0
2014-02-22,648,22,2,2014,5,1
2014-02-23,632,23,2,2014,6,1
2014-02-24,636,24,2,2014,0,0
2014-02-25,650,25,2,2014,1,0
2014-02-26,662,26,2,2014,2,0
2014-02-27,613,27,2,2014,3,0
2014-02-28,701,28,2,2014,4,0
2014-03-01,737,1,3,2014,5,1
2014-03-02,551,2,3,2014,6,1
2014-03-03,593,3,3,2014,0,0
2014-03-04,628,4,3,2014,1,0
2014-03-05,637,5,3,2014,2,0
2014-03-06,662,6,3,2014,3,0
2014-03-07,758,7,3,2014,4,0
2014-03-08,684,8,3,2014,5,1
2014-03-09,622,9,3,2014,6,1
2014-03-10,815,10,3,2014,0,0
2014-03-11,699,11,3,2014,1,0
2014-03-12,660,12,3,2014,2,0
2014-03-13,717,13,3,2014,3,0
2014-03-14,827,14,3,2014,4,0
2014-03-15,845,15,3,2014,5,1
2014-03-16,638,16,3,2014,6,1
2014-03-17,704,17,3,2014,0,0
2014-03-18,818,18,3,2014,1,0
2014-03-19,762,19,3,2014,2,0
2014-03-20,783,20,3,2014,3,0
2014-03-21,802,21,3,2014,4,0
2014-03-22,739,22,3,2014,5,1
2014-03-23,649,23,3,2014,6,1
2014-03-24,698,24,3,2014,0,0
2014-03-25,702,25,3,2014,1,0
2014-03-26,725,26,3,2014,2,0
2014-03-27,719,27,3,2014,3,0
2014-03-28,786,28,3,2014,4,0
2014-03-29,771,29,3,2014,5,1
2014-03-30,737,30,3,2014,6,1
2014-03-31,737,31,3,2014,0,0
2014-04-01,928,1,4,2014,1,0
2014-04-02,725,2,4,2014,2,0
2014-04-03,716,3,4,2014,3,0
2014-04-04,811,4,4,2014,4,0
2014-04-05,752,5,4,2014,5,1
2014-04-06,709,6,4,2014,6,1
2014-04-07,762,7,4,2014,0,0
2014-04-08,750,8,4,2014,1,0
2014-04-09,776,9,4,2014,2,0
2014-04-10,810,10,4,2014,3,0
2014-04-11,786,11,4,2014,4,0
2014-04-12,872,12,4,2014,5,1
2014-04-13,680,13,4,2014,6,1
2014-04-14,689,14,4,2014,0,0
2014-04-15,751,15,4,2014,1,0
2014-04-16,772,16,4,2014,2,0
2014-04-17,836,17,4,2014,3,0
2014-04-18,787,18,4,2014,4,0
2014-04-19,756,19,4,2014,5,1
2014-04-20,690,20,4,2014,6,1
2014-04-21,730,21,4,2014,0,0
2014-04-22,737,22,4,2014,1,0
2014-04-23,738,23,4,2014,2,0
2014-04-24,769,24,4,2014,3,0
2014-04-25,848,25,4,2014,4,0
2014-04-26,779,26,4,2014,5,1
2014-04-27,673,27,4,2014,6,1
2014-04-28,725,28,4,2014,0,0
2014-04-29,788,29,4,2014,1,0
2014-04-30,799,30,4,2014,2,0
2014-05-01,886,1,5,2014,3,0
2014-05-02,865,2,5,2014,4,0
2014-05-03,746,3,5,2014,5,1
2014-05-04,721,4,5,2014,6,1
2014-05-05,846,5,5,2014,0,0
2014-05-06,826,6,5,2014,1,0
2014-05-07,770,7,5,2014,2,0
2014-05-08,768,8,5,2014,3,0
2014-05-09,864,9,5,2014,4,0
2014-05-10,817,10,5,2014,5,1
2014-05-11,744,11,5,2014,6,1
2014-05-12,813,12,5,2014,0,0
2014-05-13,813,13,5,2014,1,0
2014-05-14,791,14,5,2014,2,0
2014-05-15,753,15,5,2014,3,0
2014-05-16,843,16,5,2014,4,0
2014-05-17,805,17,5,2014,5,1
2014-05-18,859,18,5,2014,6,1
2014-05-19,787,19,5,2014,0,0
2014-05-20,765,20,5,2014,1,0
2014-05-21,834,21,5,2014,2,0
2014-05-22,789,22,5,2014,3,0
2014-05-23,807,23,5,2014,4,0
2014-05-24,759,24,5,2014,5,1
2014-05-25,825,25,5,2014,6,1
2014-05-26,779,26,5,2014,0,0
2014-05-27,765,27,5,2014,1,0
2014-05-28,801,28,5,2014,2,0
2014-05-29,777,29,5,2014,3,0
2014-05-30,828,30,5,2014,4,0
2014-05-31,849,31,5,2014,5,1
2014-06-01,1040,1,6,2014,6,1
2014-06-02,877,2,6,2014,0,0
2014-06-03,899,3,6,2014,1,0
2014-06-04,776,4,6,2014,2,0
2014-06-05,802,5,6,2014,3,0
2014-06-06,859,6,6,2014,4,0
2014-06-07,870,7,6,2014,5,1
2014-06-08,773,8,6,2014,6,1
2014-06-09,824,9,6,2014,0,0
2014-06-10,674,10,6,2014,1,0
2014-06-11,775,11,6,2014,2,0
2014-06-12,822,12,6,2014,3,0
2014-06-13,936,13,6,2014,4,0
2014-06-14,844,14,6,2014,5,1
2014-06-15,884,15,6,2014,6,1
2014-06-16,873,16,6,2014,0,0
2014-06-17,889,17,6,2014,1,0
2014-06-18,772,18,6,2014,2,0
2014-06-19,824,19,6,2014,3,0
2014-06-20,889,20,6,2014,4,0
2014-06-21,865,21,6,2014,5,1
2014-06-22,867,22,6,2014,6,1
