date,crime_count,day,month,year,day_of_week,is_weekend
2006-10-13,1316,13,10,2006,4,0
2006-10-14,1263,14,10,2006,5,1
2006-10-15,1238,15,10,2006,6,1
2006-10-16,1167,16,10,2006,0,0
2006-10-17,1221,17,10,2006,1,0
2006-10-18,1223,18,10,2006,2,0
2006-10-19,1308,19,10,2006,3,0
2006-10-20,1401,20,10,2006,4,0
2006-10-21,1279,21,10,2006,5,1
2006-10-22,1105,22,10,2006,6,1
2006-10-23,1118,23,10,2006,0,0
2006-10-24,1231,24,10,2006,1,0
2006-10-25,1197,25,10,2006,2,0
2006-10-26,1119,26,10,2006,3,0
2006-10-27,1337,27,10,2006,4,0
2006-10-28,1213,28,10,2006,5,1
2006-10-29,1213,29,10,2006,6,1
2006-10-30,1268,30,10,2006,0,0
2006-10-31,1497,31,10,2006,1,0
2006-11-01,1475,1,11,2006,2,0
2006-11-02,1161,2,11,2006,3,0
2006-11-03,1264,3,11,2006,4,0
2006-11-04,1172,4,11,2006,5,1
2006-11-05,1086,5,11,2006,6,1
2006-11-06,1309,6,11,2006,0,0
2006-11-07,1238,7,11,2006,1,0
2006-11-08,1229,8,11,2006,2,0
2006-11-09,1267,9,11,2006,3,0
2006-11-10,1226,10,11,2006,4,0
2006-11-11,1167,11,11,2006,5,1
2006-11-12,1069,12,11,2006,6,1
2006-11-13,1097,13,11,2006,0,0
2006-11-14,1156,14,11,2006,1,0
2006-11-15,1201,15,11,2006,2,0
2006-11-16,1238,16,11,2006,3,0
2006-11-17,1360,17,11,2006,4,0
2006-11-18,1190,18,11,2006,5,1
2006-11-19,972,19,11,2006,6,1
2006-11-20,1147,20,11,2006,0,0
2006-11-21,1230,21,11,2006,1,0
2006-11-22,1182,22,11,2006,2,0
2006-11-23,913,23,11,2006,3,0
2006-11-24,1067,24,11,2006,4,0
2006-11-25,1261,25,11,2006,5,1
2006-11-26,1233,26,11,2006,6,1
2006-11-27,1185,27,11,2006,0,0
2006-11-28,1287,28,11,2006,1,0
2006-11-29,1105,29,11,2006,2,0
2006-11-30,1085,30,11,2006,3,0
2006-12-01,1205,1,12,2006,4,0
2006-12-02,968,2,12,2006,5,1
2006-12-03,798,3,12,2006,6,1
2006-12-04,984,4,12,2006,0,0
2006-12-05,1007,5,12,2006,1,0
2006-12-06,1068,6,12,2006,2,0
2006-12-07,990,7,12,2006,3,0
2006-12-08,1071,8,12,2006,4,0
2006-12-09,1032,9,12,2006,5,1
2006-12-10,1091,10,12,2006,6,1
2006-12-11,1106,11,12,2006,0,0
2006-12-12,1322,12,12,2006,1,0
2006-12-13,1274,13,12,2006,2,0
2006-12-14,1327,14,12,2006,3,0
2006-12-15,1401,15,12,2006,4,0
2006-12-16,1214,16,12,2006,5,1
2006-12-17,1050,17,12,2006,6,1
2006-12-18,1210,18,12,2006,0,0
2006-12-19,1155,19,12,2006,1,0
2006-12-20,1244,20,12,2006,2,0
2006-12-21,1194,21,12,2006,3,0
2006-12-22,1258,22,12,2006,4,0
2006-12-23,1115,23,12,2006,5,1
2006-12-24,880,24,12,2006,6,1
2006-12-25,705,25,12,2006,0,0
2006-12-26,994,26,12,2006,1,0
2006-12-27,1143,27,12,2006,2,0
2006-12-28,1118,28,12,2006,3,0
2006-12-29,1083,29,12,2006,4,0
2006-12-30,1187,30,12,2006,5,1
2006-12-31,953,31,12,2006,6,1
2007-01-01,1970,1,1,2007,0,0
2007-01-02,1029,2,1,2007,1,0
2007-01-03,1123,3,1,2007,2,0
2007-01-04,1038,4,1,2007,3,0
2007-01-05,1319,5,1,2007,4,0
2007-01-06,1079,6,1,2007,5,1
2007-01-07,1012,7,1,2007,6,1
2007-01-08,1059,8,1,2007,0,0
2007-01-09,1126,9,1,2007,1,0
2007-01-10,1182,10,1,2007,2,0
2007-01-11,1178,11,1,2007,3,0
2007-01-12,1279,12,1,2007,4,0
2007-01-13,1123,13,1,2007,5,1
2007-01-14,991,14,1,2007,6,1
2007-01-15,948,15,1,2007,0,0
2007-01-16,1075,16,1,2007,1,0
2007-01-17,1018,17,1,2007,2,0
2007-01-18,1122,18,1,2007,3,0
2007-01-19,1176,19,1,2007,4,0
2007-01-20,1119,20,1,2007,5,1
2007-01-21,891,21,1,2007,6,1
2007-01-22,1054,22,1,2007,0,0
2007-01-23,1011,23,1,2007,1,0
2007-01-24,1055,24,1,2007,2,0
2007-01-25,1114,25,1,2007,3,0
2007-01-26,1167,26,1,2007,4,0
2007-01-27,1096,27,1,2007,5,1
2007-01-28,865,28,1,2007,6,1
2007-01-29,961,29,1,2007,0,0
2007-01-30,1010,30,1,2007,1,0
2007-01-31,940,31,1,2007,2,0
2007-02-01,1179,1,2,2007,3,0
2007-02-02,1055,2,2,2007,4,0
2007-02-03,880,3,2,2007,5,1
2007-02-04,754,4,2,2007,6,1
2007-02-05,836,5,2,2007,0,0
2007-02-06,849,6,2,2007,1,0
2007-02-07,968,7,2,2007,2,0
2007-02-08,941,8,2,2007,3,0
2007-02-09,1022,9,2,2007,4,0
2007-02-10,942,10,2,2007,5,1
2007-02-11,849,11,2,2007,6,1
2007-02-12,899,12,2,2007,0,0
2007-02-13,774,13,2,2007,1,0
2007-02-14,827,14,2,2007,2,0
2007-02-15,945,15,2,2007,3,0
2007-02-16,1004,16,2,2007,4,0
2007-02-17,909,17,2,2007,5,1
2007-02-18,814,18,2,2007,6,1
2007-02-19,962,19,2,2007,0,0
2007-02-20,1166,20,2,2007,1,0
2007-02-21,1165,21,2,2007,2,0
2007-02-22,1100,22,2,2007,3,0
2007-02-23,1300,23,2,2007,4,0
2007-02-24,990,24,2,2007,5,1
2007-02-25,860,25,2,2007,6,1
2007-02-26,955,26,2,2007,0,0
2007-02-27,1092,27,2,2007,1,0
2007-02-28,1102,28,2,2007,2,0
2007-03-01,1231,1,3,2007,3,0
2007-03-02,1190,2,3,2007,4,0
2007-03-03,1137,3,3,2007,5,1
2007-03-04,1000,4,3,2007,6,1
2007-03-05,960,5,3,2007,0,0
2007-03-06,969,6,3,2007,1,0
2007-03-07,1093,7,3,2007,2,0
2007-03-08,1128,8,3,2007,3,0
2007-03-09,1251,9,3,2007,4,0
2007-03-10,1227,10,3,2007,5,1
2007-03-11,1093,11,3,2007,6,1
2007-03-12,1271,12,3,2007,0,0
2007-03-13,1283,13,3,2007,1,0
2007-03-14,1163,14,3,2007,2,0
2007-03-15,1181,15,3,2007,3,0
2007-03-16,1267,16,3,2007,4,0
2007-03-17,1106,17,3,2007,5,1
2007-03-18,1087,18,3,2007,6,1
2007-03-19,1136,19,3,2007,0,0
2007-03-20,1196,20,3,2007,1,0
2007-03-21,1150,21,3,2007,2,0
2007-03-22,1232,22,3,2007,3,0
2007-03-23,1273,23,3,2007,4,0
2007-03-24,1209,24,3,2007,5,1
2007-03-25,1211,25,3,2007,6,1
2007-03-26,1231,26,3,2007,0,0
2007-03-27,1214,27,3,2007,1,0
2007-03-28,1177,28,3,2007,2,0
2007-03-29,1245,29,3,2007,3,0
2007-03-30,1241,30,3,2007,4,0
2007-03-31,1205,31,3,2007,5,1
2007-04-01,1269,1,4,2007,6,1
2007-04-02,1190,2,4,2007,0,0
2007-04-03,1188,3,4,2007,1,0
2007-04-04,1051,4,4,2007,2,0
2007-04-05,1058,5,4,2007,3,0
2007-04-06,1097,6,4,2007,4,0
2007-04-07,1025,7,4,2007,5,1
2007-04-08,982,8,4,2007,6,1
2007-04-09,1133,9,4,2007,0,0
2007-04-10,1186,10,4,2007,1,0
2007-04-11,1073,11,4,2007,2,0
2007-04-12,1166,12,4,2007,3,0
2007-04-13,1323,13,4,2007,4,0
2007-04-14,1243,14,4,2007,5,1
2007-04-15,1229,15,4,2007,6,1
2007-04-16,1206,16,4,2007,0,0
2007-04-17,1294,17,4,2007,1,0
2007-04-18,1169,18,4,2007,2,0
2007-04-19,1196,19,4,2007,3,0
2007-04-20,1402,20,4,2007,4,0
2007-04-21,1280,21,4,2007,5,1
2007-04-22,1275,22,4,2007,6,1
2007-04-23,1294,23,4,2007,0,0
2007-04-24,1179,24,4,2007,1,0
2007-04-25,1074,25,4,2007,2,0
2007-04-26,1039,26,4,2007,3,0
2007-04-27,1289,27,4,2007,4,0
2007-04-28,1318,28,4,2007,5,1
2007-04-29,1174,29,4,2007,6,1
2007-04-30,1239,30,4,2007,0,0
2007-05-01,1417,1,5,2007,1,0
2007-05-02,1280,2,5,2007,2,0
2007-05-03,1277,3,5,2007,3,0
2007-05-04,1355,4,5,2007,4,0
2007-05-05,1239,5,5,2007,5,1
2007-05-06,1142,6,5,2007,6,1
2007-05-07,1306,7,5,2007,0,0
2007-05-08,1286,8,5,2007,1,0
2007-05-09,1353,9,5,2007,2,0
2007-05-10,1332,10,5,2007,3,0
2007-05-11,1322,11,5,2007,4,0
2007-05-12,1213,12,5,2007,5,1
2007-05-13,1111,13,5,2007,6,1
2007-05-14,1346,14,5,2007,0,0
2007-05-15,1334,15,5,2007,1,0
2007-05-16,1262,16,5,2007,2,0
2007-05-17,1318,17,5,2007,3,0
2007-05-18,1377,18,5,2007,4,0
2007-05-19,1277,19,5,2007,5,1
2007-05-20,1165,20,5,2007,6,1
2007-05-21,1261,21,5,2007,0,0
2007-05-22,1303,22,5,2007,1,0
2007-05-23,1360,23,5,2007,2,0
2007-05-24,1397,24,5,2007,3,0
2007-05-25,1418,25,5,2007,4,0
2007-05-26,1130,26,5,2007,5,1
2007-05-27,1231,27,5,2007,6,1
2007-05-28,1298,28,5,2007,0,0
2007-05-29,1396,29,5,2007,1,0
2007-05-30,1358,30,5,2007,2,0
2007-05-31,1229,31,5,2007,3,0
2007-06-01,1583,1,6,2007,4,0
2007-06-02,1327,2,6,2007,5,1
2007-06-03,1231,3,6,2007,6,1
2007-06-04,1185,4,6,2007,0,0
2007-06-05,1185,5,6,2007,1,0
2007-06-06,1248,6,6,2007,2,0
2007-06-07,1257,7,6,2007,3,0
2007-06-08,1322,8,6,2007,4,0
2007-06-09,1270,9,6,2007,5,1
2007-06-10,1232,10,6,2007,6,1
2007-06-11,1302,11,6,2007,0,0
2007-06-12,1288,12,6,2007,1,0
2007-06-13,1291,13,6,2007,2,0
2007-06-14,1321,14,6,2007,3,0
2007-06-15,1458,15,6,2007,4,0
2007-06-16,1331,16,6,2007,5,1
2007-06-17,1298,17,6,2007,6,1
2007-06-18,1326,18,6,2007,0,0
2007-06-19,1279,19,6,2007,1,0
2007-06-20,1371,20,6,2007,2,0
2007-06-21,1365,21,6,2007,3,0
2007-06-22,1387,22,6,2007,4,0
2007-06-23,1216,23,6,2007,5,1
2007-06-24,1295,24,6,2007,6,1
2007-06-25,1273,25,6,2007,0,0
2007-06-26,1200,26,6,2007,1,0
2007-06-27,1300,27,6,2007,2,0
2007-06-28,1273,28,6,2007,3,0
2007-06-29,1335,29,6,2007,4,0
2007-06-30,1248,30,6,2007,5,1
2007-07-01,1509,1,7,2007,6,1
2007-07-02,1298,2,7,2007,0,0
2007-07-03,1228,3,7,2007,1,0
2007-07-04,1301,4,7,2007,2,0
2007-07-05,1364,5,7,2007,3,0
2007-07-06,1353,6,7,2007,4,0
2007-07-07,1324,7,7,2007,5,1
2007-07-08,1270,8,7,2007,6,1
2007-07-09,1276,9,7,2007,0,0
2007-07-10,1298,10,7,2007,1,0
2007-07-11,1274,11,7,2007,2,0
2007-07-12,1395,12,7,2007,3,0
2007-07-13,1369,13,7,2007,4,0
2007-07-14,1266,14,7,2007,5,1
2007-07-15,1318,15,7,2007,6,1
2007-07-16,1220,16,7,2007,0,0
2007-07-17,1326,17,7,2007,1,0
2007-07-18,1346,18,7,2007,2,0
2007-07-19,1272,19,7,2007,3,0
2007-07-20,1388,20,7,2007,4,0
2007-07-21,1352,21,7,2007,5,1
2007-07-22,1365,22,7,2007,6,1
2007-07-23,1250,23,7,2007,0,0
2007-07-24,1347,24,7,2007,1,0
2007-07-25,1345,25,7,2007,2,0
2007-07-26,1315,26,7,2007,3,0
2007-07-27,1391,27,7,2007,4,0
2007-07-28,1365,28,7,2007,5,1
2007-07-29,1303,29,7,2007,6,1
2007-07-30,1316,30,7,2007,0,0
2007-07-31,1251,31,7,2007,1,0
2007-08-01,1560,1,8,2007,2,0
2007-08-02,1274,2,8,2007,3,0
2007-08-03,1328,3,8,2007,4,0
2007-08-04,1260,4,8,2007,5,1
2007-08-05,1244,5,8,2007,6,1
2007-08-06,1266,6,8,2007,0,0
2007-08-07,1272,7,8,2007,1,0
2007-08-08,1293,8,8,2007,2,0
2007-08-09,1283,9,8,2007,3,0
2007-08-10,1383,10,8,2007,4,0
2007-08-11,1323,11,8,2007,5,1
2007-08-12,1276,12,8,2007,6,1
2007-08-13,1355,13,8,2007,0,0
2007-08-14,1356,14,8,2007,1,0
2007-08-15,1308,15,8,2007,2,0
2007-08-16,1206,16,8,2007,3,0
2007-08-17,1353,17,8,2007,4,0
2007-08-18,1187,18,8,2007,5,1
2007-08-19,1088,19,8,2007,6,1
2007-08-20,1191,20,8,2007,0,0
2007-08-21,1285,21,8,2007,1,0
2007-08-22,1265,22,8,2007,2,0
2007-08-23,1107,23,8,2007,3,0
2007-08-24,1321,24,8,2007,4,0
2007-08-25,1304,25,8,2007,5,1
2007-08-26,1253,26,8,2007,6,1
2007-08-27,1233,27,8,2007,0,0
2007-08-28,1334,28,8,2007,1,0
2007-08-29,1289,29,8,2007,2,0
2007-08-30,1324,30,8,2007,3,0
2007-08-31,1329,31,8,2007,4,0
2007-09-01,1495,1,9,2007,5,1
2007-09-02,1219,2,9,2007,6,1
2007-09-03,1243,3,9,2007,0,0
2007-09-04,1242,4,9,2007,1,0
2007-09-05,1281,5,9,2007,2,0
2007-09-06,1296,6,9,2007,3,0
2007-09-07,1407,7,9,2007,4,0
2007-09-08,1347,8,9,2007,5,1
2007-09-09,1245,9,9,2007,6,1
2007-09-10,1139,10,9,2007,0,0
2007-09-11,1184,11,9,2007,1,0
2007-09-12,1126,12,9,2007,2,0
2007-09-13,1236,13,9,2007,3,0
2007-09-14,1364,14,9,2007,4,0
2007-09-15,1174,15,9,2007,5,1
2007-09-16,1192,16,9,2007,6,1
2007-09-17,1210,17,9,2007,0,0
2007-09-18,1294,18,9,2007,1,0
2007-09-19,1311,19,9,2007,2,0
2007-09-20,1263,20,9,2007,3,0
2007-09-21,1475,21,9,2007,4,0
2007-09-22,1344,22,9,2007,5,1
2007-09-23,1188,23,9,2007,6,1
2007-09-24,1302,24,9,2007,0,0
2007-09-25,1306,25,9,2007,1,0
2007-09-26,1190,26,9,2007,2,0
2007-09-27,1272,27,9,2007,3,0
2007-09-28,1396,28,9,2007,4,0
2007-09-29,1301,29,9,2007,5,1
2007-09-30,1226,30,9,2007,6,1
2007-10-01,1488,1,10,2007,0,0
2007-10-02,1289,2,10,2007,1,0
2007-10-03,1203,3,10,2007,2,0
2007-10-04,1247,4,10,2007,3,0
2007-10-05,1307,5,10,2007,4,0
2007-10-06,1312,6,10,2007,5,1
2007-10-07,1242,7,10,2007,6,1
2007-10-08,1271,8,10,2007,0,0
2007-10-09,1324,9,10,2007,1,0
2007-10-10,1293,10,10,2007,2,0
2007-10-11,1109,11,10,2007,3,0
2007-10-12,1361,12,10,2007,4,0
2007-10-13,1226,13,10,2007,5,1
2007-10-14,1123,14,10,2007,6,1
2007-10-15,1303,15,10,2007,0,0
2007-10-16,1341,16,10,2007,1,0
2007-10-17,1275,17,10,2007,2,0
2007-10-18,1298,18,10,2007,3,0
2007-10-19,1315,19,10,2007,4,0
2007-10-20,1313,20,10,2007,5,1
2007-10-21,1282,21,10,2007,6,1
2007-10-22,1172,22,10,2007,0,0
2007-10-23,1211,23,10,2007,1,0
2007-10-24,1222,24,10,2007,2,0
2007-10-25,1248,25,10,2007,3,0
2007-10-26,1300,26,10,2007,4,0
2007-10-27,1235,27,10,2007,5,1
2007-10-28,1200,28,10,2007,6,1
2007-10-29,1197,29,10,2007,0,0
2007-10-30,1363,30,10,2007,1,0
2007-10-31,1530,31,10,2007,2,0
2007-11-01,1506,1,11,2007,3,0
2007-11-02,1225,2,11,2007,4,0
2007-11-03,1299,3,11,2007,5,1
2007-11-04,1117,4,11,2007,6,1
2007-11-05,1164,5,11,2007,0,0
2007-11-06,1070,6,11,2007,1,0
2007-11-07,1143,7,11,2007,2,0
2007-11-08,1170,8,11,2007,3,0
2007-11-09,1254,9,11,2007,4,0
2007-11-10,1221,10,11,2007,5,1
2007-11-11,1182,11,11,2007,6,1
2007-11-12,1210,12,11,2007,0,0
2007-11-13,1169,13,11,2007,1,0
2007-11-14,1242,14,11,2007,2,0
2007-11-15,1128,15,11,2007,3,0
2007-11-16,1290,16,11,2007,4,0
2007-11-17,1142,17,11,2007,5,1
2007-11-18,1092,18,11,2007,6,1
2007-11-19,1137,19,11,2007,0,0
2007-11-20,1186,20,11,2007,1,0
2007-11-21,1041,21,11,2007,2,0
2007-11-22,811,22,11,2007,3,0
2007-11-23,992,23,11,2007,4,0
2007-11-24,1059,24,11,2007,5,1
2007-11-25,969,25,11,2007,6,1
2007-11-26,1071,26,11,2007,0,0
2007-11-27,1138,27,11,2007,1,0
2007-11-28,1170,28,11,2007,2,0
2007-11-29,1089,29,11,2007,3,0
2007-11-30,1140,30,11,2007,4,0
2007-12-01,1126,1,12,2007,5,1
2007-12-02,927,2,12,2007,6,1
2007-12-03,1062,3,12,2007,0,0
2007-12-04,1031,4,12,2007,1,0
2007-12-05,913,5,12,2007,2,0
2007-12-06,1042,6,12,2007,3,0
2007-12-07,977,7,12,2007,4,0
2007-12-08,950,8,12,2007,5,1
2007-12-09,881,9,12,2007,6,1
2007-12-10,1096,10,12,2007,0,0
2007-12-11,1091,11,12,2007,1,0
2007-12-12,1124,12,12,2007,2,0
2007-12-13,1123,13,12,2007,3,0
2007-12-14,1236,14,12,2007,4,0
2007-12-15,1016,15,12,2007,5,1
2007-12-16,770,16,12,2007,6,1
2007-12-17,972,17,12,2007,0,0
2007-12-18,1037,18,12,2007,1,0
2007-12-19,1018,19,12,2007,2,0
2007-12-20,1173,20,12,2007,3,0
2007-12-21,1278,21,12,2007,4,0
2007-12-22,1124,22,12,2007,5,1
2007-12-23,987,23,12,2007,6,1
2007-12-24,803,24,12,2007,0,0
2007-12-25,777,25,12,2007,1,0
2007-12-26,1035,26,12,2007,2,0
2007-12-27,1018,27,12,2007,3,0
2007-12-28,1060,28,12,2007,4,0
2007-12-29,999,29,12,2007,5,1
2007-12-30,1005,30,12,2007,6,1
2007-12-31,958,31,12,2007,0,0
2008-01-01,1837,1,1,2008,1,0
2008-01-02,919,2,1,2008,2,0
2008-01-03,916,3,1,2008,3,0
2008-01-04,1099,4,1,2008,4,0
2008-01-05,1183,5,1,2008,5,1
2008-01-06,1157,6,1,2008,6,1
2008-01-07,1149,7,1,2008,0,0
2008-01-08,1148,8,1,2008,1,0
2008-01-09,1204,9,1,2008,2,0
2008-01-10,1217,10,1,2008,3,0
2008-01-11,1316,11,1,2008,4,0
2008-01-12,1204,12,1,2008,5,1
2008-01-13,1079,13,1,2008,6,1
2008-01-14,1098,14,1,2008,0,0
2008-01-15,1200,15,1,2008,1,0
2008-01-16,1161,16,1,2008,2,0
2008-01-17,1048,17,1,2008,3,0
2008-01-18,1113,18,1,2008,4,0
2008-01-19,976,19,1,2008,5,1
2008-01-20,915,20,1,2008,6,1
2008-01-21,937,21,1,2008,0,0
2008-01-22,963,22,1,2008,1,0
2008-01-23,954,23,1,2008,2,0
2008-01-24,979,24,1,2008,3,0
2008-01-25,955,25,1,2008,4,0
2008-01-26,1002,26,1,2008,5,1
2008-01-27,924,27,1,2008,6,1
2008-01-28,1085,28,1,2008,0,0
2008-01-29,965,29,1,2008,1,0
2008-01-30,856,30,1,2008,2,0
2008-01-31,855,31,1,2008,3,0
2008-02-01,1186,1,2,2008,4,0
2008-02-02,952,2,2,2008,5,1
2008-02-03,849,3,2,2008,6,1
2008-02-04,969,4,2,2008,0,0
2008-02-05,953,5,2,2008,1,0
2008-02-06,920,6,2,2008,2,0
2008-02-07,1012,7,2,2008,3,0
2008-02-08,1176,8,2,2008,4,0
2008-02-09,988,9,2,2008,5,1
2008-02-10,820,10,2,2008,6,1
2008-02-11,847,11,2,2008,0,0
2008-02-12,788,12,2,2008,1,0
2008-02-13,1006,13,2,2008,2,0
2008-02-14,1076,14,2,2008,3,0
2008-02-15,1117,15,2,2008,4,0
2008-02-16,1057,16,2,2008,5,1
2008-02-17,1023,17,2,2008,6,1
2008-02-18,959,18,2,2008,0,0
2008-02-19,963,19,2,2008,1,0
2008-02-20,969,20,2,2008,2,0
2008-02-21,996,21,2,2008,3,0
2008-02-22,1119,22,2,2008,4,0
2008-02-23,1066,23,2,2008,5,1
2008-02-24,982,24,2,2008,6,1
2008-02-25,1057,25,2,2008,0,0
2008-02-26,1060,26,2,2008,1,0
2008-02-27,1048,27,2,2008,2,0
2008-02-28,935,28,2,2008,3,0
2008-02-29,1160,29,2,2008,4,0
2008-03-01,1332,1,3,2008,5,1
2008-03-02,1003,2,3,2008,6,1
2008-03-03,1036,3,3,2008,0,0
2008-03-04,1060,4,3,2008,1,0
2008-03-05,1139,5,3,2008,2,0
2008-03-06,1054,6,3,2008,3,0
2008-03-07,1162,7,3,2008,4,0
2008-03-08,986,8,3,2008,5,1
2008-03-09,970,9,3,2008,6,1
2008-03-10,1105,10,3,2008,0,0
2008-03-11,1194,11,3,2008,1,0
2008-03-12,1196,12,3,2008,2,0
2008-03-13,1163,13,3,2008,3,0
2008-03-14,1248,14,3,2008,4,0
2008-03-15,1118,15,3,2008,5,1
2008-03-16,1033,16,3,2008,6,1
2008-03-17,1044,17,3,2008,0,0
2008-03-18,1015,18,3,2008,1,0
2008-03-19,1085,19,3,2008,2,0
2008-03-20,1094,20,3,2008,3,0
2008-03-21,952,21,3,2008,4,0
2008-03-22,945,22,3,2008,5,1
2008-03-23,948,23,3,2008,6,1
2008-03-24,1073,24,3,2008,0,0
2008-03-25,1222,25,3,2008,1,0
2008-03-26,1256,26,3,2008,2,0
2008-03-27,1027,27,3,2008,3,0
2008-03-28,1276,28,3,2008,4,0
2008-03-29,1117,29,3,2008,5,1
2008-03-30,1015,30,3,2008,6,1
2008-03-31,1119,31,3,2008,0,0
2008-04-01,1319,1,4,2008,1,0
2008-04-02,1172,2,4,2008,2,0
2008-04-03,1139,3,4,2008,3,0
2008-04-04,1286,4,4,2008,4,0
2008-04-05,1188,5,4,2008,5,1
2008-04-06,1156,6,4,2008,6,1
2008-04-07,1172,7,4,2008,0,0
2008-04-08,1146,8,4,2008,1,0
2008-04-09,1166,9,4,2008,2,0
2008-04-10,1131,10,4,2008,3,0
2008-04-11,1094,11,4,2008,4,0
2008-04-12,1030,12,4,2008,5,1
2008-04-13,975,13,4,2008,6,1
2008-04-14,1153,14,4,2008,0,0
2008-04-15,1397,15,4,2008,1,0
2008-04-16,1269,16,4,2008,2,0
2008-04-17,1233,17,4,2008,3,0
2008-04-18,1320,18,4,2008,4,0
2008-04-19,1186,19,4,2008,5,1
2008-04-20,1148,20,4,2008,6,1
2008-04-21,1295,21,4,2008,0,0
2008-04-22,1308,22,4,2008,1,0
2008-04-23,1263,23,4,2008,2,0
2008-04-24,1168,24,4,2008,3,0
2008-04-25,1298,25,4,2008,4,0
2008-04-26,1131,26,4,2008,5,1
2008-04-27,1061,27,4,2008,6,1
2008-04-28,1090,28,4,2008,0,0
2008-04-29,1105,29,4,2008,1,0
2008-04-30,1203,30,4,2008,2,0
2008-05-01,1450,1,5,2008,3,0
2008-05-02,1300,2,5,2008,4,0
2008-05-03,1071,3,5,2008,5,1
2008-05-04,989,4,5,2008,6,1
2008-05-05,1267,5,5,2008,0,0
2008-05-06,1224,6,5,2008,1,0
2008-05-07,1338,7,5,2008,2,0
2008-05-08,1185,8,5,2008,3,0
2008-05-09,1327,9,5,2008,4,0
2008-05-10,1250,10,5,2008,5,1
2008-05-11,1012,11,5,2008,6,1
2008-05-12,1141,12,5,2008,0,0
2008-05-13,1168,13,5,2008,1,0
2008-05-14,1247,14,5,2008,2,0
2008-05-15,1308,15,5,2008,3,0
2008-05-16,1367,16,5,2008,4,0
2008-05-17,1240,17,5,2008,5,1
2008-05-18,1068,18,5,2008,6,1
2008-05-19,1229,19,5,2008,0,0
2008-05-20,1283,20,5,2008,1,0
2008-05-21,1264,21,5,2008,2,0
2008-05-22,1259,22,5,2008,3,0
2008-05-23,1311,23,5,2008,4,0
2008-05-24,1279,24,5,2008,5,1
2008-05-25,1110,25,5,2008,6,1
2008-05-26,1193,26,5,2008,0,0
2008-05-27,1222,27,5,2008,1,0
2008-05-28,1181,28,5,2008,2,0
2008-05-29,1270,29,5,2008,3,0
2008-05-30,1321,30,5,2008,4,0
2008-05-31,1194,31,5,2008,5,1
2008-06-01,1438,1,6,2008,6,1
2008-06-02,1309,2,6,2008,0,0
2008-06-03,1246,3,6,2008,1,0
2008-06-04,1290,4,6,2008,2,0
2008-06-05,1267,5,6,2008,3,0
2008-06-06,1361,6,6,2008,4,0
2008-06-07,1217,7,6,2008,5,1
2008-06-08,1146,8,6,2008,6,1
2008-06-09,1283,9,6,2008,0,0
2008-06-10,1288,10,6,2008,1,0
2008-06-11,1404,11,6,2008,2,0
2008-06-12,1259,12,6,2008,3,0
2008-06-13,1318,13,6,2008,4,0
2008-06-14,1259,14,6,2008,5,1
2008-06-15,1262,15,6,2008,6,1
2008-06-16,1211,16,6,2008,0,0
2008-06-17,1169,17,6,2008,1,0
2008-06-18,1209,18,6,2008,2,0
2008-06-19,1188,19,6,2008,3,0
2008-06-20,1313,20,6,2008,4,0
2008-06-21,1228,21,6,2008,5,1
2008-06-22,1164,22,6,2008,6,1
2008-06-23,1121,23,6,2008,0,0
2008-06-24,1183,24,6,2008,1,0
2008-06-25,1236,25,6,2008,2,0
2008-06-26,1322,26,6,2008,3,0
2008-06-27,1319,27,6,2008,4,0
2008-06-28,1293,28,6,2008,5,1
2008-06-29,1167,29,6,2008,6,1
2008-06-30,1239,30,6,2008,0,0
2008-07-01,1409,1,7,2008,1,0
2008-07-02,1252,2,7,2008,2,0
2008-07-03,1216,3,7,2008,3,0
2008-07-04,1156,4,7,2008,4,0
2008-07-05,1253,5,7,2008,5,1
2008-07-06,1203,6,7,2008,6,1
2008-07-07,1253,7,7,2008,0,0
2008-07-08,1308,8,7,2008,1,0
2008-07-09,1312,9,7,2008,2,0
2008-07-10,1249,10,7,2008,3,0
2008-07-11,1351,11,7,2008,4,0
2008-07-12,1398,12,7,2008,5,1
2008-07-13,1258,13,7,2008,6,1
2008-07-14,1371,14,7,2008,0,0
2008-07-15,1311,15,7,2008,1,0
2008-07-16,1293,16,7,2008,2,0
2008-07-17,1306,17,7,2008,3,0
2008-07-18,1367,18,7,2008,4,0
2008-07-19,1254,19,7,2008,5,1
2008-07-20,1289,20,7,2008,6,1
2008-07-21,1297,21,7,2008,0,0
2008-07-22,1335,22,7,2008,1,0
2008-07-23,1321,23,7,2008,2,0
2008-07-24,1318,24,7,2008,3,0
2008-07-25,1385,25,7,2008,4,0
2008-07-26,1375,26,7,2008,5,1
2008-07-27,1337,27,7,2008,6,1
2008-07-28,1373,28,7,2008,0,0
2008-07-29,1254,29,7,2008,1,0
2008-07-30,1383,30,7,2008,2,0
2008-07-31,1311,31,7,2008,3,0
2008-08-01,1531,1,8,2008,4,0
2008-08-02,1309,2,8,2008,5,1
2008-08-03,1246,3,8,2008,6,1
2008-08-04,1184,4,8,2008,0,0
2008-08-05,1268,5,8,2008,1,0
2008-08-06,1350,6,8,2008,2,0
2008-08-07,1342,7,8,2008,3,0
2008-08-08,1401,8,8,2008,4,0
2008-08-09,1264,9,8,2008,5,1
2008-08-10,1185,10,8,2008,6,1
2008-08-11,1288,11,8,2008,0,0
